"","1003","1004","1005","1006","1007","1008","1010","1011","1015","1018","1020","1032","1033","1202","1204","1205","1207","1208","1209","1212","1213","1216","1219","1226","1227","1228","1232","1242","1245","1260","1262","1290","1348","1400","1470","1630","1700","1752","1820","1870","2000","2114","2300","2416","2800","2900"
"1018",3.53948,1.99724,3.86771,4.60382,4.38764,4.92756,6.62134,4.22228,6.95529,0,5.29382,4.34574,6.5895,65.74266,68.56724,69.0483,68.70649,69.15011,68.44472,78.01846,70.2211,65.72254,68.0667,72.26054,78.6785,75.50065,73.48905,72.71568,75.27438,46.05526,46.89447,55.22076,50.93568,39.22629,55.41418,50.21305,78.88712,74.14865,30.20905,52.57824,70.7916,62.9319,90.67131,99.18127,140.12186,146.30923
"1020",4.15238,3.44571,4.88621,5.33694,4.00073,3.07179,9.70021,5.64868,2.39956,5.19881,0,6.52616,6.85125,59.87545,62.70004,63.18109,62.83929,63.28291,62.57752,72.15126,64.3539,59.85534,62.19949,66.39334,72.8113,69.63345,67.62186,66.84848,69.40717,40.18806,41.02727,49.35356,45.06848,36.07184,52.25974,53.29193,81.96599,77.22752,33.28793,55.65712,67.63716,59.77746,87.51687,96.02682,136.96742,143.1548
"1032",6.78196,5.20506,7.11019,7.8463,7.28944,3.47796,7.7847,7.5553,8.1648,4.27966,6.50334,0,2.24395,66.40325,69.22784,69.70889,69.36709,69.8107,69.10531,78.67905,70.8817,66.38313,68.72729,72.92113,79.33909,76.16124,74.14965,73.37627,75.93497,46.71586,47.55507,55.88136,51.59627,34.69878,50.88668,51.37642,80.05048,75.31202,31.37242,53.74161,66.2641,58.4044,86.14381,94.65377,135.59436,141.78173
"1033",8.97388,7.39698,9.30211,10.03822,11.1862,4.853,9.97662,9.74722,10.09958,6.47157,6.69712,2.1921,0,61.32132,64.14591,64.62696,64.28516,64.72878,64.02339,73.59713,65.79977,61.30121,63.64536,67.83921,74.25717,71.07932,69.06773,68.29435,70.85305,41.63393,42.47314,50.79943,46.51435,33.35959,49.54749,53.56834,82.24241,77.50393,33.56433,55.93352,64.92491,57.06521,84.80462,93.31457,134.25517,140.44255
"1202",61.7169,62.06104,62.61818,62.32913,59.9035,59.2772,67.70633,67.47692,58.81689,65.14774,59.33171,66.2893,60.95667,0,3.11493,3.59599,4.20817,4.65179,1.75202,7.38394,4.60223,2.37314,4.20501,7.76222,5.75595,8.71085,13.75925,10.29913,10.77605,24.90447,25.74368,19.88321,55.06971,89.28238,105.47027,111.29805,139.97211,135.23364,91.29404,113.66323,120.84769,112.98799,140.72741,149.23736,190.17795,196.36533
"1204",64.25684,64.60097,65.15812,64.86907,62.44344,61.81714,70.24627,70.01686,61.35682,67.68768,61.87166,68.82924,63.49661,3.63395,0,1.48129,2.96156,3.21182,4.186,5.04899,3.20094,4.80711,6.37706,6.82356,3.55292,6.3759,7.52719,12.06596,9.52943,27.44441,28.28362,22.42315,57.60966,91.82231,108.01021,113.83798,142.51205,137.77358,93.83398,116.20317,123.38763,115.52793,143.26734,151.7773,192.71789,198.90527
"1205",64.83409,65.17822,65.73537,65.44632,63.02069,62.39439,70.82352,70.59411,61.93407,68.26492,62.4489,69.40649,64.07386,3.9833,1.33977,0,2.33433,2.5846,4.53534,4.05557,3.53445,5.15646,6.71057,6.19634,2.46863,6.25179,7.8607,12.41531,8.90221,28.02165,28.86087,23.00039,58.1869,92.39956,108.58746,114.41523,143.0893,138.35083,94.41123,116.78041,123.96488,116.10518,143.84459,152.35455,193.29514,199.48252
"1207",64.63225,64.97638,65.53353,65.24448,62.81886,62.19255,70.62168,70.39227,61.73224,68.06309,62.24707,69.20465,63.87202,4.1233,2.9249,3.0296,0,1.46105,4.67535,6.60916,5.26178,5.29646,6.00966,4.57148,4.37942,8.16258,9.58803,13.19908,7.08895,27.81982,28.65903,22.79856,57.98507,92.19773,108.38563,114.21339,142.88745,138.14898,94.20939,116.57858,123.76304,115.90334,143.64275,152.1527,193.0933,199.28067
"1208",64.62313,64.96727,65.52441,65.23537,62.80974,62.18344,70.61256,70.38316,61.72312,68.05398,62.23795,69.19554,63.86291,4.11419,2.89026,2.99496,1.58411,0,4.66623,6.62867,5.22713,5.28735,6.00054,4.20319,3.9756,7.89334,9.55338,13.18997,8.43774,27.8107,28.64992,22.78944,57.97595,92.18861,108.37651,114.20428,142.87834,138.13988,94.20027,116.56947,123.75392,115.89423,143.63364,152.14359,193.08419,199.27156
"1209",62.08801,62.43215,62.98929,62.70025,60.27462,59.64832,68.07744,67.84804,59.188,65.51885,59.70283,66.66041,61.32779,1.39246,3.61882,4.09988,4.71206,5.15568,0,6.34518,4.72994,1.20134,3.16624,8.26611,6.25984,7.67208,10.41984,9.26036,11.27994,25.27558,26.11479,20.25432,55.44083,89.65348,105.84139,111.66916,140.34322,135.60475,91.66516,114.03434,121.2188,113.35911,141.09852,149.60847,190.54906,196.73644
"1212",68.02952,68.37365,68.9308,68.64175,66.21612,65.58981,74.01894,73.78954,65.1295,71.46035,65.64433,72.60191,67.26929,6.67364,4.26453,3.34948,5.68377,5.93404,6.6493,0,3.76202,6.26416,5.44778,10.38618,3.57534,2.15372,4.95106,11.85007,12.25165,31.21708,32.05629,26.19582,61.38233,95.59498,111.78289,117.61066,146.28472,141.54625,97.60666,119.97584,127.1603,119.30061,147.04002,155.54997,196.49056,202.67794
"1213",66.36816,66.7123,67.26944,66.98039,64.55477,63.92846,72.35759,72.12818,63.46815,69.799,63.98298,70.94056,65.60793,5.01229,3.38117,3.10373,5.43802,5.68829,4.98794,3.79926,0,4.60281,3.78643,9.30002,4.61738,5.12617,5.81873,11.07397,12.0059,29.55573,30.39494,24.53447,59.72098,93.93363,110.12153,115.9493,144.62338,139.88489,95.9453,118.31449,125.49895,117.63925,145.37866,153.88861,194.8292,201.01659
"1216",62.02721,62.37135,62.9285,62.63945,60.21382,59.58752,68.01665,67.78724,59.1272,65.45805,59.64204,66.59962,61.26699,2.41409,4.23081,4.71186,5.32405,5.76766,1.19221,6.4984,4.88317,0,3.34034,8.87809,6.87183,7.82531,9.39218,8.23271,11.89193,25.21479,26.054,20.19353,55.38004,89.59269,105.78059,111.60836,140.28242,135.54395,91.60436,113.97355,121.15801,113.29831,141.03772,149.54767,190.48827,196.67564
"1219",63.76178,64.10592,64.66306,64.37402,61.94839,61.32208,69.75121,69.5218,60.86177,67.19262,61.3766,68.33419,63.00155,4.083,4.77616,5.48836,6.21653,8.07292,2.98997,4.91084,3.29561,2.95492,0,9.77058,7.00201,6.23775,8.82485,8.81962,12.78441,26.94935,27.78856,21.92809,57.1146,91.32726,107.51516,113.34293,142.01698,137.27852,93.33892,115.70811,122.89257,115.03288,142.77228,151.28223,192.22283,198.4102
"1226",68.13449,68.47863,69.03577,68.74673,66.32109,65.6948,74.12392,73.89452,65.23448,71.56533,65.74931,72.7069,67.37427,7.62554,6.42715,6.53184,4.50203,3.98594,8.17759,9.65223,8.76402,8.79871,9.5119,0,7.60156,10.9169,14.11366,16.70132,9.07179,31.32206,32.16127,26.3008,61.48731,95.69997,111.88787,117.71564,146.3897,141.65123,97.71163,120.08082,127.26528,119.40559,147.145,155.65495,196.59555,202.78292
"1227",75.21886,75.56299,76.12014,75.83109,73.40546,72.77916,81.20829,80.97888,72.31884,78.6497,72.83367,79.79126,74.45863,5.82495,3.2452,2.03419,4.16836,3.97655,8.70479,2.79523,4.43216,8.31965,7.50327,7.61918,0,4.0599,7.25666,20.29079,10.73624,38.40643,39.24564,33.38517,68.57167,102.78433,118.97223,124.8,153.47406,148.73559,104.796,127.16519,134.34964,126.48995,154.22936,162.73931,203.67991,209.86728
"1228",70.95416,71.2983,71.85545,71.5664,69.14077,68.51446,76.94359,76.71419,68.05415,74.385,68.56898,75.52656,70.19394,12.44373,5.60881,4.69377,7.02805,7.68964,11.3507,1.8173,5.1063,10.43886,10.20406,10.91873,4.10788,0,4.09458,10.99359,13.59593,34.14173,34.98094,29.12047,64.30698,98.51963,114.70754,120.5353,149.20938,144.47091,100.5313,122.90049,130.08495,122.22526,149.96467,158.47463,199.41522,205.60259
"1232",69.78635,70.13049,70.68763,70.39859,67.97296,67.34666,75.77578,75.54638,66.88634,73.2172,67.40117,74.35876,69.02613,11.27592,7.45598,6.68753,9.02182,9.27209,10.18289,4.96942,6.02122,9.27106,9.03626,25.15932,10.55844,4.08715,0,8.65139,15.5897,32.97392,33.81314,27.95266,63.13917,97.35183,113.53973,119.3675,148.04156,143.30309,99.36349,121.73269,128.91715,121.05745,148.79686,157.30681,198.24741,204.43478
"1242",68.95572,69.29986,69.857,69.56795,67.14233,66.51602,74.94515,74.71574,66.05571,72.38656,66.57054,73.52813,68.19549,10.57715,12.0845,12.5639,12.94293,13.38655,9.48412,11.88857,10.37114,8.57228,8.21673,16.49698,18.8797,11.00631,8.67787,0,19.51081,32.14329,32.9825,27.12203,62.30854,96.5212,112.70909,118.53687,147.21092,142.47245,98.53286,120.90205,128.08651,120.22681,147.96622,156.47617,197.41677,203.60416
"1245",71.16179,71.50592,72.06306,71.77402,69.34839,68.72209,77.15121,76.92181,68.26177,74.59263,68.7766,75.73419,70.40156,10.65284,9.45444,9.55914,7.0506,8.40555,11.20488,13.13869,11.79131,11.826,12.5392,9.07241,10.90896,14.69212,16.11756,19.72862,0,34.34936,35.18857,29.3281,64.51461,98.72726,114.91516,120.74293,149.417,144.67853,100.73892,123.10812,130.29258,122.43288,150.1723,158.68225,199.62284,205.81022
"1260",41.83514,42.17927,42.73642,42.44737,40.02174,39.39544,47.82457,47.59516,38.93513,45.26598,39.44996,46.40754,41.07491,24.94348,27.76807,28.24913,27.90733,28.35094,27.64555,37.21929,29.42193,24.92337,27.26752,31.46137,37.87933,34.70148,32.68989,31.91651,34.4752,0,2.77747,14.42159,35.18796,69.40061,85.58852,91.41628,120.09034,115.35188,71.41227,93.78147,100.96593,93.10623,120.84564,129.35559,170.29619,176.48356
"1262",42.77759,43.12172,43.67887,43.38982,40.96419,40.33789,48.76702,48.53761,39.87757,46.20843,40.3924,47.34999,42.01736,25.88593,28.71052,29.19158,28.84977,29.29339,28.588,38.16174,30.36438,25.86582,28.20997,32.40382,38.82178,35.64393,33.63234,32.85896,35.41765,2.80534,0,11.03498,36.1304,70.34306,86.53096,92.35873,121.0328,116.29433,72.35473,94.72391,101.90838,94.04868,121.78809,130.29805,171.23864,177.42602
"1290",51.20714,51.55127,52.10842,51.81937,49.39374,48.76744,57.19657,56.96716,48.30713,54.63798,48.82195,55.77954,50.44691,19.67021,22.49479,22.97585,22.63405,23.07766,22.37228,31.94602,24.14866,19.65009,21.99425,26.18809,32.60606,29.42821,27.41661,26.64323,29.20193,14.39471,11.036,0,44.55996,78.77261,94.96052,100.78828,129.46234,124.72388,80.78427,103.15347,110.33793,102.47823,130.21764,138.72759,179.66819,185.85556
"1348",46.83705,47.18119,47.73834,47.44929,45.02366,44.39736,52.82648,52.59708,43.93704,50.26789,44.45187,51.40946,46.07683,54.89457,57.71916,58.20022,57.85842,58.30204,57.59664,67.17038,59.37302,54.87446,57.21862,61.41246,67.83042,64.65257,62.64098,61.8676,64.4263,35.20718,36.04639,44.37268,0,54.77671,70.96461,96.4182,125.09227,93.53623,76.4142,98.78338,86.34202,65.76227,106.22174,87.46685,155.67228,161.85967
"1400",41.07698,40.40455,43.11276,41.68921,39.26358,36.41738,42.03773,41.80832,38.17696,39.47914,36.4719,35.06516,33.71078,89.39871,92.2233,92.70435,92.36255,92.80616,92.10077,101.67452,93.87716,89.37859,91.72275,95.91659,102.33455,99.1567,97.14512,96.37173,98.93043,69.71131,70.55053,78.87681,55.10894,0,15.49033,85.62945,47.99136,40.11138,65.62544,87.99463,40.36164,37.66075,60.24135,68.7513,109.6919,115.87927
"1470",56.52839,55.85595,58.56417,57.14062,54.71499,51.86879,57.48913,57.25973,53.62838,54.93055,51.92331,50.51657,49.16218,104.85012,107.6747,108.15577,107.81396,108.25758,107.55219,117.12592,109.32856,104.83,107.17416,111.36801,117.78597,114.60812,112.59652,111.82314,114.38184,85.16273,86.00194,94.32823,70.56035,15.57145,0,41.33818,35.67607,27.23959,81.07684,103.44604,59.74275,57.10335,79.62246,88.13241,112.40697,123.25844
"1630",48.57424,50.55856,48.20553,45.65731,48.11361,50.8547,47.13049,46.90109,59.50004,49.63315,52.18596,50.27287,52.51664,110.72178,113.54637,114.02742,113.68563,114.12923,113.42384,122.99759,115.20023,110.70166,113.04582,117.23966,123.65763,120.47977,118.46819,117.6948,120.2535,91.03438,91.8736,100.19988,95.9148,84.20541,41.65871,0,35.83366,31.09519,32.98111,55.3503,115.77073,107.91103,92.02526,100.53521,139.87131,160.61348
"1700",78.00827,79.99258,77.63955,75.09134,77.54763,80.28873,76.56452,76.33511,88.93406,79.06717,81.61998,79.7069,81.95066,140.1558,142.98039,143.46145,143.11964,143.56327,142.85788,152.43161,144.63425,140.13569,142.47984,146.67369,153.09166,149.9138,147.9022,147.12883,149.68753,120.46841,121.30763,129.63391,125.34883,48.27179,36.10841,36.61872,0,10.09645,62.41513,84.78432,47.61145,88.93638,64.04683,72.55678,111.92771,132.66988
"1752",73.46933,75.45364,73.10062,70.5524,73.0087,75.74979,72.02558,71.79617,84.39513,74.52823,77.08105,75.16796,77.41173,135.61686,138.44145,138.92252,138.5807,139.02433,138.31894,147.89267,140.09531,135.59675,137.94091,142.13475,148.55272,145.37486,143.36327,142.58989,145.14859,115.92947,116.76869,125.09497,120.80989,40.19654,27.59875,32.07978,9.68929,0,57.8762,80.24538,49.44552,80.42671,65.88089,74.39084,113.72695,134.46913
"1820",30.02996,32.01428,29.66125,27.11303,29.56933,32.31042,28.58621,28.35681,40.95575,31.08887,33.64168,31.72859,33.97236,92.17749,95.00209,95.48314,95.14134,95.58495,94.87956,104.4533,96.65595,92.15738,94.50154,98.69538,105.11334,101.93549,99.9239,99.15052,101.70922,72.4901,73.32931,81.6556,77.37052,65.66113,81.84902,33.53978,62.21384,57.47538,0,22.61663,97.22645,89.36675,117.10616,125.61611,166.2515,172.74408
"1870",52.15297,54.13729,51.78426,49.23604,51.69234,54.43343,50.70922,50.47982,63.07877,53.21188,55.76469,53.8516,56.09536,114.30051,117.12509,117.60615,117.26435,117.70796,117.00258,126.57631,118.77895,114.28039,116.62455,120.81839,127.23636,124.05851,122.04691,121.27353,123.83223,94.61311,95.45233,103.77861,99.49353,87.78413,103.97204,55.66279,84.33686,79.59838,29.19157,0,119.34945,111.48976,139.22917,147.73913,188.3745,194.86709
"2000",71.52205,70.84963,73.55784,72.13429,69.70866,66.86246,72.4828,72.2534,68.62205,69.92422,66.91698,65.51024,64.15586,119.84379,122.66838,123.14943,122.80763,123.25124,122.54586,132.11959,124.32223,119.82367,122.16783,126.36167,132.77964,129.60179,127.5902,126.81681,129.37551,100.15639,100.99561,109.32189,85.55402,40.04445,60.65786,75.09301,46.75488,48.57074,96.07052,118.43971,0,30.8627,21.29233,29.80228,70.74288,76.93025
"2114",69.62487,68.95244,71.66066,70.2371,67.81148,64.96527,70.58562,70.35621,66.72486,68.02702,65.01979,63.61305,62.25867,117.9466,120.77119,121.25224,120.91044,121.35405,120.64866,130.22241,122.42505,117.92648,120.27064,124.46448,130.88245,127.70459,125.693,124.91963,127.47832,98.2592,99.09842,107.4247,65.8162,37.7302,58.76068,114.17734,89.76878,81.3323,94.17333,116.54252,30.86053,0,40.39655,31.65751,97.75497,100.33289
"2300",91.25619,90.58375,93.29197,91.86842,89.44279,86.59659,92.21693,91.98753,88.35617,89.65834,86.65111,85.24437,83.88998,139.57792,142.4025,142.88356,142.54177,142.98538,142.27998,151.85372,144.05636,139.5578,141.90195,146.0958,152.51377,149.33591,147.32433,146.55094,149.10964,119.89052,120.72973,129.05602,105.28815,59.77858,80.39199,92.65209,64.31396,66.12983,115.80464,138.17384,21.4641,40.3796,0,11.45907,59.68043,65.86781
"2416",96.8413,96.16888,98.87709,97.45354,95.02791,92.18171,97.80205,97.57265,93.9413,95.24347,92.23623,90.82948,89.47511,145.16303,147.98763,148.46869,148.12688,148.5705,147.86511,157.43884,149.64148,145.14292,147.48708,151.68092,158.09889,154.92103,152.90944,152.13606,154.69477,125.47565,126.31486,134.64114,87.5147,65.3637,85.97712,100.73831,72.40019,74.21605,121.38977,143.75895,29.55032,31.65041,11.50402,0,69.93488,75.13109
"2800",146.64103,145.96861,148.67683,147.25327,144.82764,141.98144,147.60178,147.37238,143.74103,145.0432,142.03595,140.62922,139.27484,194.96277,197.78736,198.26841,197.92661,198.37022,197.66484,207.23858,199.44122,194.94266,197.28681,201.48066,207.89863,204.72077,202.70917,201.9358,204.49448,175.27538,176.11459,184.44088,160.673,115.16343,105.74959,133.85559,105.80011,107.33334,159.65202,182.0212,73.81685,101.31319,62.79298,73.4573,0,32.40457
"2900",146.62005,145.94761,148.65583,147.23228,144.80666,141.96045,147.5808,147.35139,143.72003,145.0222,142.01497,140.60823,139.25384,194.94178,197.76636,198.24742,197.90563,198.34923,197.64384,207.21758,199.42022,194.92166,197.26581,201.45966,207.87763,204.69978,202.68819,201.9148,204.4735,175.25439,176.09359,184.41989,160.652,115.14244,122.04577,160.1273,132.0718,133.60503,171.1685,193.5377,76.82795,99.03851,65.80409,75.38801,30.91771,0
